# file with researcher names and their url in Scholar
"Albert Einstein","https://scholar.google.gr/citations?user=qc6CJjYAAAAJ&hl=el&oi=ao"
"Alan Turing","https://scholar.google.gr/citations?user=VWCHlwkAAAAJ&hl=el&oi=ao"
